,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,rsi,bband_up,bband_mid,bband_low,bbp,adx,macd,cci,slowk,slowd,ultosc,willr
10,1980-12-29,36.0,36.13,36.0,36.0,415900.0,0.0,1.0,0.52930132075432,0.53121268663482,0.52930132075432,0.52930132075432,23290400.0,,,,,,,,,98.06837026986638,97.87761396808399,,
11,1980-12-30,35.25,35.25,35.12,35.12,307500.0,0.0,1.0,0.5182742099052701,0.5182742099052701,0.5163628440247701,0.5163628440247701,17220000.0,,,,,,,,,92.3778940793905,96.13385806342392,,
12,1980-12-31,34.25,34.25,34.13,34.13,159600.0,0.0,1.0,0.50357139543987,0.50357139543987,0.50180705770402,0.50180705770402,8937600.0,,,,,,,,,74.55516200970831,88.33380878632174,,
13,1981-01-02,34.5,34.75,34.5,34.5,96700.0,0.0,1.0,0.50724709905622,0.51092280267257,0.50724709905622,0.50724709905622,5415200.0,,,,,,,,75.50957745813591,48.05516200970995,71.6627393662696,,-14.98161764705964
14,1981-01-05,33.87,33.87,33.75,33.75,159500.0,0.0,1.0,0.49798432594302,0.49798432594302,0.49621998820717,0.49621998820717,8932000.0,64.50116009280693,,,,,,,51.868387396813496,21.134527089074112,47.91495036949747,,-21.875000000001766
15,1981-01-06,32.37,32.37,32.25,32.25,201600.0,0.0,1.0,0.47593010424492,0.47593010424492,0.47416576650907,0.47416576650907,11289600.0,58.97519582245333,,,,,,,16.79291032765613,6.166666666668921,25.118785255151007,,-35.661764705886014
16,1981-01-07,31.0,31.0,30.88,30.88,248600.0,0.0,1.0,0.45578724842733004,0.45578724842733004,0.45402291069148,0.45402291069148,13921600.0,54.39179411185887,,,,,,,-23.944086129443225,-8.289665250534503e-15,9.100397918581018,,-51.1695906432764
17,1981-01-08,30.37,30.37,30.25,30.25,177800.0,0.0,1.0,0.44652447531413003,0.44652447531413003,0.44476013757828003,0.44476013757828003,9956800.0,52.37595819980694,,,,,,,-54.28144722261997,-8.289665250534503e-15,2.0555555555563125,,-61.894736842105495
18,1981-01-09,31.88,32.0,31.88,31.88,96000.0,0.0,1.0,0.46872572515688005,0.47049006289271994,0.46872572515688005,0.46872572515688005,5376000.0,56.83354599901688,,,,,,,-22.35446997400876,15.009208103131769,5.003069367710595,,-53.934010152281196
19,1981-01-12,31.88,31.88,31.62,31.62,105800.0,0.0,1.0,0.46872572515688005,0.46872572515688005,0.46490299339587005,0.46490299339587005,5924800.0,55.93421078879287,0.5504470227039477,0.4564415236710375,0.3624360246381273,0.545005184866208,,,-42.292454529085965,36.55008860627344,17.18643223646841,,-69.3846153846184
20,1981-01-13,30.63,30.63,30.5,30.5,102900.0,0.0,1.0,0.45034720707513,0.45034720707513,0.44843584119463004,0.44843584119463004,5762400.0,52.108970720623915,0.550548349076655,0.45772801993676004,0.36490769079686514,0.44994534695020727,,,-91.41860341716556,41.31199336818007,30.957096692528438,,-95.7482993197273
21,1981-01-14,30.63,30.75,30.63,30.63,63800.0,0.0,1.0,0.45034720707513,0.45211154481098,0.45034720707513,0.45034720707513,3572800.0,52.51489830741275,0.5493770874755911,0.46021279558141204,0.37104850368723297,0.44467746955255016,,,-85.02083908544274,33.54088050314371,37.13432082586575,,-93.53741496598786
22,1981-01-15,31.25,31.5,31.25,31.25,62800.0,0.0,1.0,0.45946295204368004,0.46313865566003004,0.45946295204368004,0.45946295204368004,3516800.0,54.495869834845536,0.5439302940540648,0.46462363992103156,0.38531698578799833,0.467463714528325,,,-53.73143735974841,28.66666666667634,34.50651351266672,,-82.9931972789092
23,1981-01-16,31.12,31.12,31.0,31.0,59800.0,0.0,1.0,0.45755158616317,0.45755158616317,0.45578724842733004,0.45578724842733004,3348800.0,53.52620791547219,0.5378805981020057,0.468394911831406,0.39890922556080627,0.4092787012639003,,,-57.98494780286534,35.98205659076124,32.729867920193776,,-87.2448979591819
24,1981-01-19,32.87,33.0,32.87,32.87,185600.0,0.0,1.0,0.48328151147762,0.48519287735812,0.48328151147762,0.48328151147762,10393600.0,59.35231953113593,0.5330400808284165,0.47298218994461,0.4129242990608036,0.5857449485941488,,,33.23456046071145,60.34396135266715,41.66422820336825,,-47.600000000003824
25,1981-01-20,32.0,32.0,31.88,31.88,134300.0,0.0,1.0,0.47049006289271994,0.47049006289271994,0.46872572515688005,0.46872572515688005,7520800.0,55.393142128198036,0.5296683308533788,0.47565075077007996,0.4216331706867811,0.43590026059552245,,,-5.228233696490826,61.2581666972487,52.52806154689237,,-63.77777777777526
26,1981-01-21,32.5,32.75,32.5,32.5,71000.0,0.0,1.0,0.47784147012542,0.48151717374177,0.47784147012542,0.47784147012542,3976000.0,57.31357117929825,0.5285636669172952,0.47776060464586445,0.4269575423744338,0.5007958720984522,,,47.73195027577476,74.18087201125432,65.26100002039006,,-50.00000000000755
27,1981-01-22,32.87,33.13,32.87,32.87,158700.0,0.0,1.0,0.48328151147762,0.48710424323862,0.48328151147762,0.48328151147762,8887200.0,58.462856808556495,0.5288802657349477,0.4792235346851714,0.4295668036353951,0.5408602892967402,12.086965767755549,,92.76420481138265,71.84534775460465,69.09479548770257,,-27.624309392269375
28,1981-01-23,32.87,33.0,32.75,32.75,50100.0,0.0,1.0,0.48328151147762,0.48519287735812,0.48151717374177,0.48151717374177,2805600.0,57.918206860649725,0.5290694378847975,0.47940731986598895,0.4297452018471804,0.5212420851138685,12.429423590803845,,96.19222154347176,77.46447574334688,74.49689850306862,53.169826485639874,-13.194444444443484
29,1981-01-26,32.37,32.37,32.25,32.25,110000.0,0.0,1.0,0.47593010424492,0.47593010424492,0.47416576650907,0.47416576650907,6160000.0,55.59418482713484,0.5227019503618661,0.47701811251536147,0.43133427466885693,0.46878167267956733,12.408249190366456,,49.72510690285926,62.331142410007175,70.54698863598624,50.25210824981274,-30.555555555559533
30,1981-01-27,32.25,32.25,32.0,32.0,105800.0,0.0,1.0,0.47416576650907,0.47416576650907,0.47049006289271994,0.47049006289271994,5924800.0,54.418405993904685,0.5129908084616098,0.4740775496222815,0.43516429078295316,0.4539040569131697,12.217126998505538,,26.34408602148534,33.06666666665551,57.62076160666985,52.07206049695888,-39.23611111111769
31,1981-01-28,31.12,31.12,31.0,31.0,125700.0,0.0,1.0,0.45755158616317,0.45755158616317,0.45578724842733004,0.45578724842733004,7039200.0,49.874594330743314,0.505499393707529,0.4710487698424095,0.43659814597729,0.2785015232985164,11.37789421877973,,-79.309882747072,9.866666666657428,35.088158581106704,34.04876382679852,-80.98859315588761
32,1981-01-29,30.0,30.0,29.87,29.87,196000.0,0.0,1.0,0.44108443396193,0.44108443396193,0.43917306808143,0.43917306808143,10976000.0,45.274263868723104,0.5019995135872439,0.46791707036128,0.43383462713531606,0.0783165823928828,11.200392415679241,,-147.170445004206,-3.0790185216271006e-14,14.311111111104301,29.549127723320733,-100.0
33,1981-01-30,28.5,28.5,28.25,28.25,206200.0,0.0,1.0,0.41903021226383,0.41903021226383,0.41535450864748,0.41535450864748,11547200.0,39.630595266724,0.49965926516390585,0.463322440840843,0.42698561651778016,-0.1600457399206171,11.853958901830492,-0.0012508280374253777,-198.48896947721386,-3.0790185216271006e-14,3.288888888885788,19.338480433421772,-100.0
34,1981-02-02,26.75,26.75,26.63,26.63,106100.0,0.0,1.0,0.39330028694939,0.39330028694939,0.39153594921353996,0.39153594921353996,5941600.0,34.940097798694886,0.503088101926203,0.45808823889116146,0.41308837585611996,-0.2394721360129148,13.139444477298225,-0.006358322504538827,-223.18635859146684,-3.0790185216271006e-14,-3.1579677144893337e-14,14.341183337898379,-100.0
35,1981-02-03,27.62,27.75,27.62,27.62,85500.0,0.0,1.0,0.40609173553428,0.40800310141478,0.40609173553428,0.40609173553428,4788000.0,39.64154223813617,0.5043602540423202,0.454684537342422,0.40500882064252375,0.010899841649979545,13.651702643923576,-0.009126315870514101,-136.56185900138436,7.349665924274917,2.449888641424951,23.392600978390607,-84.7692307692338
36,1981-02-04,28.62,28.75,28.62,28.62,124400.0,0.0,1.0,0.42079454999968,0.42270591588018,0.42079454999968,0.42079454999968,6966400.0,44.04041946717205,0.5048522065905438,0.453023119307832,0.4011940320251203,0.1890880102484243,13.49730871773113,-0.010018093953505391,-78.03687601553345,27.03314762555995,11.460937849944946,30.46430757229207,-69.3846153846152
37,1981-02-05,28.62,28.87,28.62,28.62,35400.0,0.0,1.0,0.42079454999968,0.42447025361602997,0.42079454999968,0.42079454999968,1982400.0,44.04041946717205,0.5054400575186544,0.45182483992890204,0.3982096223391497,0.21062049802113514,13.279197443148922,-0.010602614172903035,-64.89487197279718,56.64624286365457,30.343018804496477,29.407572997588034,-69.3846153846152
38,1981-02-06,28.75,28.87,28.75,28.75,61900.0,0.0,1.0,0.42270591588018,0.42447025361602997,0.42270591588018,0.42270591588018,3466400.0,44.64861734384803,0.5039836299639925,0.449523849465067,0.39506406896614155,0.2537822101080987,13.076665545322586,-0.010787270466318277,-52.85708400280255,80.84419598699638,54.84119549207029,29.111752595974682,-67.38461538461686
39,1981-02-09,27.5,27.5,27.25,27.25,74800.0,0.0,1.0,0.40432739779844,0.40432739779844,0.40065169418209,0.40065169418209,4188800.0,39.33616490150365,0.5042334676147943,0.44631128450437796,0.38838910139396166,0.10585402802197852,13.654759909676155,-0.012568323475920684,-89.51892988548262,61.16071428571134,66.2170510454541,27.84102660199754,-90.46153846153432
40,1981-02-10,27.25,27.38,27.25,27.25,81900.0,0.0,1.0,0.40065169418209,0.40256306006259,0.40065169418209,0.40065169418209,4586400.0,39.33616490150366,0.5051446460207405,0.4439220771537509,0.38269950828676136,0.14661411818843365,14.191561819433039,-0.013820506620470463,-80.47458827695317,31.547619047616724,57.85084310677482,30.92918763610549,-90.46153846153432
41,1981-02-11,26.5,26.5,26.37,26.37,61800.0,0.0,1.0,0.38962458333303995,0.38962458333303995,0.38771321745253995,0.38771321745253995,3460800.0,36.39017053850739,0.506612892779487,0.4407903776726214,0.3749678625657559,0.09681607323946391,15.114300856298636,-0.015676192337555073,-102.47780947093078,-3.315866100213801e-14,30.902777777776013,32.46686513114148,-100.0
42,1981-02-12,26.25,26.25,26.13,26.13,65000.0,0.0,1.0,0.38594887971669,0.38594887971669,0.38418454198084007,0.38418454198084007,3640000.0,35.606943196050935,0.506647188456376,0.4370264571694794,0.3674057258825828,0.12050157897016535,16.083859114952542,-0.017232920873326174,-107.87734602167889,-3.315866100213801e-14,10.515873015872222,24.271232017231426,-100.0
43,1981-02-13,25.75,25.75,25.5,25.5,49800.0,0.0,1.0,0.37859747248398995,0.37859747248398995,0.37492176886764006,0.37492176886764006,2788800.0,33.56473079608971,0.5070281625700281,0.432983183191495,0.3589382038129618,0.10793145726307092,17.277957291484764,-0.018995104095586413,-119.2374727668915,-3.315866100213801e-14,-3.0000693287648675e-14,11.545664306547472,-100.0
44,1981-02-17,26.13,26.25,26.13,26.13,54800.0,0.0,1.0,0.38418454198084007,0.38594887971669,0.38418454198084007,0.38418454198084007,3068800.0,37.42947453815625,0.5012043826330218,0.428028334716656,0.3548522868002902,0.20042251539789516,17.94110770780942,-0.019420352877836056,-84.30918394829459,11.170212765955837,3.7234042553185933,21.320135720179728,-88.79003558718857
45,1981-02-18,27.25,27.5,27.25,27.25,85900.0,0.0,1.0,0.40065169418209,0.40432739779844,0.40065169418209,0.40065169418209,4810400.0,43.69985214880681,0.49622794191401876,0.42462463316791654,0.35302132442181433,0.33259894405974977,17.54181469789454,-0.01821859145895377,-11.186135494020409,40.33687943262249,17.169030732859436,32.45561325010306,-61.11111111110525
46,1981-02-19,25.75,25.75,25.63,25.63,99600.0,0.0,1.0,0.37859747248398995,0.37859747248398995,0.37683313474813995,0.37683313474813995,5577600.0,37.799339101339946,0.48968417362569755,0.4195742163990525,0.3494642591724075,0.19518536780201481,18.019255384694667,-0.018969477237079535,-109.47406866326726,42.50354609928677,31.336879432621704,30.77870874758593,-96.142433234425
47,1981-02-20,24.38,24.38,24.25,24.25,108800.0,0.0,1.0,0.35845461666639,0.35845461666639,0.35654325078589,0.35654325078589,6092800.0,33.63325986681696,0.48206779712319575,0.41323730336446596,0.34440680960573616,0.08816180530896282,19.06093414382255,-0.020960167923630146,-164.9486082977104,31.33333333333091,38.05791962174673,27.491235643328267,-100.0
48,1981-02-23,24.62,24.75,24.62,24.62,63000.0,0.0,1.0,0.36198329213809005,0.36389465801859006,0.36198329213809005,0.36198329213809005,3528000.0,35.68015516353466,0.4719732044738453,0.407260609284282,0.3425480140947187,0.15016611516227557,19.735224383796215,-0.021847000143702222,-116.77568549719257,5.961538461537477,26.59947263138506,33.65262622257234,-91.99134199133802
49,1981-02-24,24.0,24.0,23.75,23.75,75800.0,0.0,1.0,0.35286754716954,0.35286754716954,0.34919184355319,0.34919184355319,4244800.0,33.09542441787859,0.46274254945290716,0.40101191313648804,0.3392812768200689,0.08027267597179344,20.732322758354876,-0.023313243506443593,-135.63266226222825,3.794871794873195,13.696581196580533,29.572139506726803,-100.0
50,1981-02-25,25.25,25.37,25.25,25.25,87000.0,0.0,1.0,0.37124606525129,0.37301040298714006,0.37124606525129,0.37124606525129,4872000.0,41.02762814108682,0.45012314694145683,0.3960497132544165,0.3419762795673762,0.27064848381293793,20.61085491456105,-0.02243702055254415,-53.81544427968096,28.79487179487324,12.850427350427978,39.288883178171844,-70.70312499999686
51,1981-02-26,25.63,25.75,25.63,25.63,48400.0,0.0,1.0,0.37683313474813995,0.37859747248398995,0.37683313474813995,0.37683313474813995,2710400.0,42.87535830896302,0.4392373389708896,0.392102007570457,0.34496667617002436,0.3380315533097441,20.228359700888195,-0.021049136391734113,-23.57088122605684,56.333333333331076,29.641025641025845,39.15186534219251,-63.2812499999988
52,1981-02-27,26.5,26.75,26.5,26.5,65900.0,0.0,1.0,0.38962458333303995,0.39330028694939,0.38962458333303995,0.38962458333303995,3690400.0,46.97189107826733,0.4315206394894923,0.3896245833330375,0.3477285271765827,0.5000000000000292,19.194134962062517,-0.018701486106358356,53.50686912509157,86.8888888888866,57.339031339030306,38.65296126968234,-26.66666666666677
53,1981-03-02,26.63,26.75,26.63,26.63,52500.0,0.0,1.0,0.39153594921353996,0.39330028694939,0.39153594921353996,0.39153594921353996,2940000.0,47.57684856042875,0.4286571700797009,0.3884336553613405,0.3482101406429801,0.5385631871545947,18.23378341886724,-0.016496562979413154,67.31632750548864,93.888888888885,79.03703703703422,46.638602178384126,-23.200000000003723
54,1981-03-03,26.37,26.37,26.25,26.25,72200.0,0.0,1.0,0.38771321745253995,0.38771321745253995,0.38594887971669,0.38594887971669,4043200.0,45.927485333321734,0.42836535707551715,0.388154301886498,0.3479432466974789,0.4725769174740499,17.578168571765918,-0.015026756238912309,46.591384358014565,84.77777777777618,88.51851851851593,51.79341358646307,-33.333333333333336
55,1981-03-04,26.13,26.13,26.0,26.0,61200.0,0.0,1.0,0.38418454198084007,0.38418454198084007,0.38227317610034006,0.38227317610034006,3427200.0,44.82646281247861,0.4263819348297831,0.386963373914801,0.34754481299981893,0.44050774932427433,17.126905993845153,-0.013997171688098664,28.23096089264351,65.23412698412832,81.30026455026318,49.825558700300896,-39.9999999999999
56,1981-03-05,26.0,26.0,25.87,25.87,24000.0,0.0,1.0,0.38227317610034006,0.38227317610034006,0.38036181021984006,0.38036181021984006,1344000.0,44.23264331180356,0.4212361072018402,0.384941736925809,0.34864736664977786,0.43690582490979946,16.792796898976686,-0.013183478828918793,18.533333333343098,33.23412698412987,61.08201058201147,55.7113654373716,-43.46666666666295
57,1981-03-06,25.87,25.87,25.63,25.63,51800.0,0.0,1.0,0.38036181021984006,0.38036181021984006,0.37683313474813995,0.37683313474813995,2900800.0,43.0975663616761,0.4152093449366313,0.382743666163232,0.35027798738983273,0.4089726191103872,16.644804855524487,-0.012677220884808993,-1.3054242628887844,11.01190476190765,36.49338624338863,44.961916729024445,-49.86666666667039
58,1981-03-09,23.75,23.75,23.63,23.63,68400.0,0.0,1.0,0.34919184355319,0.34919184355319,0.34742750581735,0.34742750581735,3830400.0,35.030250042886586,0.4094330191102287,0.3789797456600905,0.3485264722099523,-0.018043485446674223,17.657838247666355,-0.014481858468548825,-146.43293492694082,-7.105427357601002e-15,14.748677248679185,27.440251737440924,-100.0
59,1981-03-10,22.63,22.63,22.5,22.5,126700.0,0.0,1.0,0.33272469135195004,0.33272469135195004,0.33081332547145004,0.33081332547145004,7095200.0,31.448395372328953,0.4108246921477104,0.3754878272245585,0.34015096230140657,-0.13212316443837555,19.107786708091908,-0.017056060609117074,-177.0104014577682,-7.105427357601002e-15,3.670634920635891,13.573616864220254,-100.0
60,1981-03-11,21.87,21.87,21.62,21.62,133300.0,0.0,1.0,0.32155055235825,0.32155055235825,0.31787484874190003,0.31787484874190003,7464800.0,28.964571780325464,0.4127902805291131,0.371348984952549,0.32990768937598486,-0.14517934908494562,20.806774246041897,-0.01991064378475016,-170.3377465549699,-7.105427357601002e-15,5.329070518200751e-15,12.42943154273261,-100.0
61,1981-03-12,22.5,22.63,22.5,22.5,264500.0,0.0,1.0,0.33081332547145004,0.33272469135195004,0.33081332547145004,0.33081332547145004,14812000.0,34.53296165049194,0.4127767282272735,0.36850399035349446,0.3242312524797154,0.07433550880115015,21.681135446800084,-0.020888109453504278,-107.08080562969593,6.901960784313758,2.3006535947712603,24.57352509873024,-82.84600389863539
62,1981-03-13,22.37,22.37,22.25,22.25,1032600.0,0.0,1.0,0.32890195959095003,0.32890195959095003,0.3271376218551,0.3271376218551,57825600.0,33.72416770395385,0.41277479318685395,0.3656516443472074,0.3185284955075609,0.09134710391313966,22.606991594110223,-0.0217091075228808,-97.57955627566713,16.76111571389283,7.887692166068874,24.128675594846445,-87.7192982456148
63,1981-03-16,23.13,23.37,23.13,23.13,166200.0,0.0,1.0,0.34007609858465,0.34360477405634,0.34007609858465,0.34007609858465,9307200.0,39.12853853687908,0.41209736365196026,0.3639093608330579,0.3157213580141556,0.25270543647578775,22.571470188887247,-0.021072813193990847,-55.50597082765538,45.523020475803584,23.06203232467007,32.39040305749216,-70.56530214425018
64,1981-03-17,24.25,24.5,24.25,24.25,195300.0,0.0,1.0,0.35654325078589,0.36021895440224,0.35654325078589,0.35654325078589,10936800.0,45.247959046230044,0.4098884462510677,0.36252729627331043,0.3151661462955532,0.436825378076432,21.65098877451368,-0.019020526997821585,-7.398661944128141,69.06087450630382,43.78167023200009,37.71646660493605,-48.732943469793355
65,1981-03-18,25.75,26.0,25.75,25.75,164900.0,0.0,1.0,0.37859747248398995,0.38227317610034006,0.37859747248398995,0.37859747248398995,9234400.0,52.181435195693226,0.4061366731487728,0.36142458518840537,0.31671249722803796,0.692038530059327,20.4076261942993,-0.015436541187324071,53.71428571428384,90.31283068783539,68.2989085566476,51.89845704830842,-19.493177387917417
66,1981-03-19,25.63,25.63,25.5,25.5,168800.0,0.0,1.0,0.37683313474813995,0.37683313474813995,0.37492176886764006,0.37492176886764006,9452800.0,51.021751609391906,0.4059169568571948,0.3613290168943804,0.316741076931566,0.652426328560994,19.087142858891763,-0.012745878619294604,47.0136649777322,90.43981481481272,83.27117333631732,55.009686400936545,-24.366471734896603
67,1981-03-20,25.75,26.0,25.75,25.75,65200.0,0.0,1.0,0.37859747248398995,0.38227317610034006,0.37859747248398995,0.37859747248398995,3651200.0,52.16657798232994,0.40757903912205157,0.36243172797928536,0.31728441683651915,0.6790333033742008,18.101275233975745,-0.010199338955639181,64.53742148408342,90.42973286875535,90.39412612380117,60.03003711316506,-13.052631578952115
68,1981-03-23,26.75,27.0,26.75,26.75,98300.0,0.0,1.0,0.39330028694939,0.39697599056574,0.39330028694939,0.39330028694939,5504800.0,56.5422822801745,0.4111038992639808,0.36399757771985036,0.31689125617571995,0.8110273554483353,17.79993281399701,-0.00691508092612636,104.7885862516279,89.621652060675,90.16373324808103,61.348417799908475,-4.646840148699592
69,1981-03-24,26.75,26.75,26.63,26.63,125700.0,0.0,1.0,0.39330028694939,0.39330028694939,0.39153594921353996,0.39153594921353996,7039200.0,55.88166221693671,0.41416585712862997,0.3661147830028678,0.31806370887710567,0.7645223511980017,17.425799453621103,-0.004403884842887784,92.9986390443078,85.8438742828949,88.63175307077508,62.5497205857372,-6.87732342007799
70,1981-03-25,26.37,26.37,26.13,26.13,31500.0,0.0,1.0,0.38771321745253995,0.38771321745253995,0.38418454198084007,0.38418454198084007,1764000.0,53.097917810567886,0.41541629459055784,0.36676170683934534,0.31810711908813283,0.6790461696087492,16.680773425379865,-0.0029726738464588287,71.66020093504483,69.4141414141353,81.62655591923506,57.92711952852926,-16.171003717477035
71,1981-03-26,25.75,25.75,25.63,25.63,54800.0,0.0,1.0,0.37859747248398995,0.37859747248398995,0.37683313474813995,0.37683313474813995,3068800.0,50.39441318280389,0.41541629459055784,0.36676170683934534,0.31810711908813283,0.6034992626008184,15.602518733656954,-0.0024039151088856014,49.30742401593872,39.111111111105,64.78970893604507,51.43554227432831,-25.464684014876358
72,1981-03-27,24.88,24.88,24.75,24.75,54700.0,0.0,1.0,0.36580602389909,0.36580602389909,0.36389465801859006,0.36389465801859006,3063200.0,45.959154003771324,0.4129910015083066,0.36547521057362287,0.31795941963893914,0.4833681337936111,15.009428025727345,-0.0029630405651797087,9.549192364161168,13.999999999997007,40.84175084174577,37.850139261552464,-41.821561338296256
73,1981-03-30,24.75,25.0,24.75,24.75,44200.0,0.0,1.0,0.36389465801859006,0.36757036163494,0.36389465801859006,0.36389465801859006,2475200.0,45.95915400377133,0.4100798526576841,0.3640931460138753,0.31810643937006655,0.4978418981291413,14.361513542915487,-0.003367334976063341,4.74607663176696,-1.1842378929335004e-14,17.703703703700665,38.59770245649491,-41.821561338296256
74,1981-03-31,24.75,24.75,24.5,24.5,71400.0,0.0,1.0,0.36389465801859006,0.36389465801859006,0.36021895440224,0.36021895440224,3998400.0,44.66400140097339,0.40770235277603417,0.36280664974815285,0.31791094672027154,0.471181035473419,13.945738174802617,-0.003938934190725885,-20.880188810226688,-1.1842378929335004e-14,4.666666666665661,37.2935574229691,-52.63157894737595
75,1981-04-01,24.38,24.38,24.25,24.25,152100.0,0.0,1.0,0.35845461666639,0.35845461666639,0.35654325078589,0.35654325078589,8517600.0,43.34845190522259,0.40557762462489255,0.36152015348243033,0.3174626823399681,0.44351806211882605,13.74865029377146,-0.004635098716444075,-50.61179954798078,-1.1842378929335004e-14,-1.223712489364617e-14,20.992720240092762,-57.894736842113545
76,1981-04-02,26.37,26.5,26.37,26.37,140200.0,0.0,1.0,0.38771321745253995,0.38962458333303995,0.38771321745253995,0.38771321745253995,7851200.0,55.35684680412305,0.4066843090475421,0.3618877238440653,0.3170911386405885,0.7882529269939782,13.6272654644501,-0.002641212058439868,80.2594033722533,31.40740740740941,10.469135802469795,49.2311257435479,-16.27906976744074
77,1981-04-03,26.5,26.63,26.5,26.5,73600.0,0.0,1.0,0.38962458333303995,0.39153594921353996,0.38962458333303995,0.38962458333303995,4121600.0,55.97313397332496,0.40850872130306776,0.3625272962733103,0.3165458712435529,0.794654711573133,13.600068693352597,-0.0008964772326879866,84.51141552511197,62.92001244942801,31.442473285612465,51.785152762561005,-18.18181818181832
78,1981-04-06,26.13,26.13,26.0,26.0,101800.0,0.0,1.0,0.38418454198084007,0.38418454198084007,0.38227317610034006,0.38227317610034006,5700800.0,52.945728920382784,0.4104705371374796,0.36426957978745983,0.31806862243744005,0.6948400784910632,13.14306594630898,-0.00010574052756856522,32.606899400948,87.42981637099813,60.58574540927851,49.29944875056636,-36.363636363636225
79,1981-04-07,25.87,25.87,25.75,25.75,47700.0,0.0,1.0,0.38036181021984006,0.38036181021984006,0.37859747248398995,0.37859747248398995,2671200.0,51.44739374916926,0.41057790284246376,0.3666587871380868,0.32273967143370985,0.63591673186527,12.504782935363878,0.00022176903015308502,7.307546061053051,77.03081232493442,75.7935470484535,50.925030688447116,-45.45454545454559
80,1981-04-08,27.0,27.25,27.0,27.0,98000.0,0.0,1.0,0.39697599056574,0.40065169418209,0.39697599056574,0.39697599056574,5488000.0,57.86759934028909,0.41028966625632934,0.37061384422927884,0.33093802220222834,0.8322192835536939,12.886599363217027,0.0019419301655999588,117.03294960834775,73.29598506069361,79.25220458554203,59.20496632158656,-8.333333333333334
81,1981-04-09,27.5,27.62,27.5,27.5,55800.0,0.0,1.0,0.40432739779844,0.40609173553428,0.40432739779844,0.40432739779844,3124800.0,60.13818619430572,0.41211324604391353,0.37428954784562835,0.33646584964734316,0.8970771154547429,13.472916611604038,0.0038539415448053393,129.34340499708384,79.98047703931083,76.76909147497959,62.49408776164105,-3.5608308605185615
82,1981-04-10,27.88,28.0,27.88,27.88,149400.0,0.0,1.0,0.40991446729529,0.41167880503113,0.40991446729529,0.40991446729529,8366400.0,61.82214592914794,0.4126523325588634,0.37842839011763785,0.3442044476764123,0.9600007324072137,14.253270271327859,0.005753728749973597,142.38259756876306,90.52762923352817,81.26803044451084,63.95475474107215,-3.1999999999860775
83,1981-04-13,27.88,28.0,27.88,27.88,71700.0,0.0,1.0,0.40991446729529,0.41167880503113,0.40991446729529,0.40991446729529,4015200.0,61.82214592914794,0.4139608955768188,0.38192030855316983,0.34987972152952085,0.9368546481601266,14.977884383928549,0.007176596460575779,123.52989152596561,94.30540701131345,88.27117109471745,55.870658616026724,-3.1999999999860775
84,1981-04-14,27.88,28.0,27.88,27.88,29700.0,0.0,1.0,0.40991446729529,0.41167880503113,0.40991446729529,0.40991446729529,1663200.0,61.82214592914794,0.4166208833935916,0.38458886937863984,0.3525568553636881,0.8953169773344382,15.650740345629188,0.008209594279873,102.31884057970241,92.44444444447487,92.4258268964388,55.81971433675332,-3.1999999999860775
